sentiment,chapter,character
0.22816647589206696,1,Андрей Болконский
-0.44553956389427185,3,Андрей Болконский
-0.44553956389427185,3,Андрей Болконский
0.5621865391731262,3,Андрей Болконский
0.3557848632335663,4,Андрей Болконский
-0.2568419873714447,5,Андрей Болконский
0.29422497749328613,5,Андрей Болконский
-0.2689514458179474,6,Андрей Болконский
-0.287777841091156,6,Андрей Болконский
-0.40734341740608215,6,Андрей Болконский
0.2689514458179474,23,Андрей Болконский
0.46102678775787354,23,Андрей Болконский
0.2689514458179474,23,Андрей Болконский
0.2814156115055084,23,Андрей Болконский
0.9466066956520081,23,Андрей Болконский
-0.4688006341457367,24,Андрей Болконский
-0.3923468291759491,24,Андрей Болконский
0.8479777574539185,25,Андрей Болконский
0.2568419873714447,25,Андрей Болконский
0.3702353835105896,25,Андрей Болконский
0.4225146472454071,25,Андрей Болконский
-0.29422497749328613,25,Андрей Болконский
0.41490885615348816,25,Андрей Болконский
0.8439050912857056,25,Андрей Болконский
-0.287777841091156,25,Андрей Болконский
-0.23371636867523193,28,Андрей Болконский
-0.2689514458179474,34,Андрей Болконский
0.30736804008483887,34,Андрей Болконский
-0.30736804008483887,35,Андрей Болконский
-0.30736804008483887,35,Андрей Болконский
0.4688006341457367,35,Андрей Болконский
-0.3557848632335663,38,Андрей Болконский
-0.287777841091156,38,Андрей Болконский
-0.5000100135803223,38,Андрей Болконский
-0.275139719247818,38,Андрей Болконский
0.3007555902004242,40,Андрей Болконский
-0.2814156115055084,40,Андрей Болконский
0.5000100135803223,41,Андрей Болконский
-0.3140605390071869,43,Андрей Болконский
-0.33459946513175964,43,Андрей Болконский
0.23935934901237488,43,Андрей Болконский
-0.3007555902004242,46,Андрей Болконский
-0.3629792034626007,47,Андрей Болконский
0.20690405368804932,51,Андрей Болконский
0.41490885615348816,53,Андрей Болконский
0.3276783227920532,53,Андрей Болконский
-0.320831298828125,55,Андрей Болконский
-0.320831298828125,55,Андрей Болконский
0.3998216390609741,55,Андрей Болконский
0.30736804008483887,55,Андрей Болконский
0.546748161315918,55,Андрей Болконский
0.41490885615348816,55,Андрей Болконский
-0.2689514458179474,55,Андрей Болконский
-0.3415925204753876,58,Андрей Болконский
0.3276783227920532,61,Андрей Болконский
0.2814156115055084,61,Андрей Болконский
-0.3775506913661957,62,Андрей Болконский
-0.4765896201133728,62,Андрей Болконский
0.46102678775787354,62,Андрей Болконский
-0.2568419873714447,62,Андрей Болконский
-0.3276783227920532,62,Андрей Болконский
-0.4301573634147644,62,Андрей Болконский
-0.4301573634147644,65,Андрей Болконский
0.24509501457214355,65,Андрей Болконский
-0.44553956389427185,72,Андрей Болконский
0.287777841091156,74,Андрей Болконский
-0.287777841091156,74,Андрей Болконский
-0.3007555902004242,74,Андрей Болконский
-0.320831298828125,89,Андрей Болконский
-0.3775506913661957,90,Андрей Болконский
-0.348655104637146,90,Андрей Болконский
0.3007555902004242,92,Андрей Болконский
-0.5775054097175598,92,Андрей Болконский
-0.320831298828125,92,Андрей Болконский
-0.3276783227920532,92,Андрей Болконский
-0.23371636867523193,92,Андрей Болконский
-0.3998216390609741,92,Андрей Болконский
-0.5312193632125854,92,Андрей Болконский
0.3007555902004242,93,Андрей Болконский
-0.38492217659950256,93,Андрей Болконский
0.41490885615348816,93,Андрей Болконский
-0.33459946513175964,93,Андрей Болконский
0.3775506913661957,94,Андрей Болконский
-0.4765896201133728,94,Андрей Болконский
-0.23935934901237488,94,Андрей Болконский
-0.287777841091156,95,Андрей Болконский
-0.4225146472454071,95,Андрей Болконский
-0.29422497749328613,95,Андрей Болконский
-0.3007555902004242,103,Андрей Болконский
-0.4225146472454071,103,Андрей Болконский
-0.275139719247818,103,Андрей Болконский
0.26285186409950256,104,Андрей Болконский
-0.33459946513175964,104,Андрей Болконский
-0.348655104637146,104,Андрей Болконский
0.287777841091156,105,Андрей Болконский
-0.23935934901237488,105,Андрей Болконский
-0.24509501457214355,105,Андрей Болконский
-0.320831298828125,105,Андрей Болконский
-0.33459946513175964,106,Андрей Болконский
-0.33459946513175964,106,Андрей Болконский
-0.33459946513175964,106,Андрей Болконский
0.9466066956520081,106,Андрей Болконский
-0.4688006341457367,107,Андрей Болконский
0.2814156115055084,107,Андрей Болконский
-0.24509501457214355,117,Андрей Болконский
-0.287777841091156,118,Андрей Болконский
0.2814156115055084,118,Андрей Болконский
0.5078218579292297,118,Андрей Болконский
0.30736804008483887,118,Андрей Болконский
0.3007555902004242,119,Андрей Болконский
0.46102678775787354,119,Андрей Болконский
0.4765896201133728,119,Андрей Болконский
0.3557848632335663,120,Андрей Болконский
-0.30736804008483887,120,Андрей Болконский
0.29422497749328613,120,Андрей Болконский
0.3140605390071869,120,Андрей Болконский
0.3629792034626007,121,Андрей Болконский
0.3276783227920532,121,Андрей Болконский
0.3276783227920532,121,Андрей Болконский
0.30736804008483887,121,Андрей Болконский
-0.2689514458179474,121,Андрей Болконский
0.287777841091156,123,Андрей Болконский
0.3923468291759491,124,Андрей Болконский
0.607673168182373,124,Андрей Болконский
-0.26285186409950256,124,Андрей Болконский
0.275139719247818,124,Андрей Болконский
-0.3629792034626007,125,Андрей Болконский
-0.3415925204753876,125,Андрей Болконский
-0.3923468291759491,126,Андрей Болконский
0.29422497749328613,126,Андрей Болконский
0.4765896201133728,126,Андрей Болконский
0.38492217659950256,126,Андрей Болконский
-0.22271016240119934,127,Андрей Болконский
-0.287777841091156,127,Андрей Болконский
-0.30736804008483887,128,Андрей Болконский
-0.23935934901237488,128,Андрей Болконский
-0.3007555902004242,129,Андрей Болконский
0.3276783227920532,135,Андрей Болконский
-0.29422497749328613,136,Андрей Болконский
0.24509501457214355,137,Андрей Болконский
-0.3415925204753876,137,Андрей Болконский
0.2689514458179474,138,Андрей Болконский
-0.275139719247818,142,Андрей Болконский
-0.348655104637146,143,Андрей Болконский
-0.287777841091156,145,Андрей Болконский
0.320831298828125,147,Андрей Болконский
-0.22271016240119934,147,Андрей Болконский
0.275139719247818,151,Андрей Болконский
-0.3415925204753876,151,Андрей Болконский
-0.3007555902004242,153,Андрей Болконский
0.29422497749328613,154,Андрей Болконский
0.24509501457214355,155,Андрей Болконский
0.20690405368804932,156,Андрей Болконский
-0.29422497749328613,156,Андрей Болконский
-0.30736804008483887,156,Андрей Болконский
-0.3415925204753876,160,Андрей Болконский
-0.5156299471855164,160,Андрей Болконский
0.21207880973815918,162,Андрей Болконский
-0.3702353835105896,162,Андрей Болконский
-0.4921981394290924,162,Андрей Болконский
0.585111141204834,162,Андрей Болконский
-0.2814156115055084,162,Андрей Болконский
0.29422497749328613,162,Андрей Болконский
-0.38492217659950256,171,Андрей Болконский
-0.3923468291759491,171,Андрей Болконский
-0.2568419873714447,171,Андрей Болконский
0.3415925204753876,171,Андрей Болконский
-0.2689514458179474,171,Андрей Болконский
-0.41490885615348816,171,Андрей Болконский
-0.22271016240119934,171,Андрей Болконский
0.4378334879875183,173,Андрей Болконский
-0.3415925204753876,174,Андрей Болконский
-0.29422497749328613,181,Андрей Болконский
-0.41490885615348816,191,Андрей Болконский
0.3140605390071869,191,Андрей Болконский
0.41490885615348816,191,Андрей Болконский
-0.3775506913661957,191,Андрей Болконский
-0.26285186409950256,191,Андрей Болконский
-0.523430347442627,194,Андрей Болконский
-0.287777841091156,194,Андрей Болконский
-0.4765896201133728,195,Андрей Болконский
-0.41490885615348816,201,Андрей Болконский
-0.3007555902004242,201,Андрей Болконский
-0.3007555902004242,201,Андрей Болконский
-0.30736804008483887,201,Андрей Болконский
-0.29422497749328613,210,Андрей Болконский
0.2689514458179474,210,Андрей Болконский
0.287777841091156,210,Андрей Болконский
-0.320831298828125,210,Андрей Болконский
-0.26285186409950256,211,Андрей Болконский
0.3140605390071869,211,Андрей Болконский
-0.33459946513175964,211,Андрей Болконский
-0.4301573634147644,211,Андрей Болконский
-0.44553956389427185,211,Андрей Болконский
-0.3629792034626007,211,Андрей Болконский
-0.38492217659950256,211,Андрей Болконский
-0.41490885615348816,211,Андрей Болконский
0.4225146472454071,211,Андрей Болконский
-0.275139719247818,216,Андрей Болконский
-0.41490885615348816,222,Андрей Болконский
-0.3415925204753876,222,Андрей Болконский
-0.4532718360424042,223,Андрей Болконский
0.33459946513175964,223,Андрей Болконский
-0.585111141204834,223,Андрей Болконский
0.2814156115055084,223,Андрей Болконский
-0.4921981394290924,236,Андрей Болконский
0.44553956389427185,237,Андрей Болконский
0.275139719247818,242,Андрей Болконский
-0.348655104637146,256,Андрей Болконский
-0.3775506913661957,256,Андрей Болконский
0.3629792034626007,256,Андрей Болконский
-0.30736804008483887,257,Андрей Болконский
-0.59267657995224,257,Андрей Болконский
-0.3557848632335663,257,Андрей Болконский
0.30736804008483887,257,Андрей Болконский
0.5621865391731262,257,Андрей Болконский
0.585111141204834,257,Андрей Болконский
0.275139719247818,265,Андрей Болконский
0.3998216390609741,265,Андрей Болконский
0.3629792034626007,266,Андрей Болконский
-0.29422497749328613,267,Андрей Болконский
-0.3702353835105896,267,Андрей Болконский
-0.24509501457214355,267,Андрей Болконский
0.24509501457214355,267,Андрей Болконский
-0.23371636867523193,273,Андрей Болконский
-0.3007555902004242,273,Андрей Болконский
-0.3923468291759491,273,Андрей Болконский
-0.4378334879875183,274,Андрей Болконский
-0.29422497749328613,274,Андрей Болконский
0.2689514458179474,274,Андрей Болконский
-0.21207880973815918,274,Андрей Болконский
-0.3702353835105896,274,Андрей Болконский
-0.4225146472454071,275,Андрей Болконский
-0.26285186409950256,275,Андрей Болконский
-0.4843900501728058,275,Андрей Болконский
-0.585111141204834,275,Андрей Болконский
-0.26285186409950256,275,Андрей Болконский
-0.3629792034626007,314,Андрей Болконский
-0.2689514458179474,316,Андрей Болконский
-0.40734341740608215,325,Андрей Болконский
-0.41490885615348816,325,Андрей Болконский
0.348655104637146,331,Андрей Болконский
-0.4921981394290924,338,Андрей Болконский
0.275139719247818,343,Андрей Болконский
-0.38492217659950256,347,Андрей Болконский
-0.4921981394290924,347,Андрей Болконский
-0.4688006341457367,349,Андрей Болконский
0.348655104637146,3,Пьер Безухов
0.5621865391731262,3,Пьер Безухов
0.6224693655967712,3,Пьер Безухов
0.41490885615348816,4,Пьер Безухов
-0.38492217659950256,4,Пьер Безухов
-0.41490885615348816,4,Пьер Безухов
0.7122421860694885,4,Пьер Безухов
0.3629792034626007,4,Пьер Безухов
-0.33459946513175964,5,Пьер Безухов
0.29422497749328613,5,Пьер Безухов
-0.44553956389427185,6,Пьер Безухов
0.4301573634147644,6,Пьер Безухов
-0.287777841091156,6,Пьер Безухов
-0.607673168182373,6,Пьер Безухов
-0.3923468291759491,6,Пьер Безухов
-0.40734341740608215,6,Пьер Безухов
-0.2814156115055084,6,Пьер Безухов
-0.3702353835105896,6,Пьер Безухов
-0.26285186409950256,7,Пьер Безухов
-0.33459946513175964,7,Пьер Безухов
-0.23935934901237488,7,Пьер Безухов
0.30736804008483887,13,Пьер Безухов
-0.38492217659950256,13,Пьер Безухов
0.3140605390071869,13,Пьер Безухов
-0.6584275364875793,13,Пьер Безухов
-0.287777841091156,13,Пьер Безухов
-0.40734341740608215,13,Пьер Безухов
0.3702353835105896,14,Пьер Безухов
-0.3415925204753876,15,Пьер Безухов
-0.40734341740608215,15,Пьер Безухов
0.23371636867523193,16,Пьер Безухов
0.3276783227920532,17,Пьер Безухов
-0.3140605390071869,18,Пьер Безухов
-0.348655104637146,18,Пьер Безухов
-0.3702353835105896,18,Пьер Безухов
-0.3702353835105896,18,Пьер Безухов
-0.2814156115055084,19,Пьер Безухов
-0.2814156115055084,19,Пьер Безухов
-0.4765896201133728,19,Пьер Безухов
-0.1968362182378769,19,Пьер Безухов
-0.3276783227920532,19,Пьер Безухов
-0.24509501457214355,20,Пьер Безухов
-0.33459946513175964,20,Пьер Безухов
-0.320831298828125,20,Пьер Безухов
-0.38492217659950256,20,Пьер Безухов
-0.29422497749328613,21,Пьер Безухов
-0.348655104637146,21,Пьер Безухов
-0.607673168182373,21,Пьер Безухов
-0.22816647589206696,21,Пьер Безухов
0.2568419873714447,47,Пьер Безухов
-0.3629792034626007,47,Пьер Безухов
-0.287777841091156,47,Пьер Безухов
0.3629792034626007,47,Пьер Безухов
0.40734341740608215,47,Пьер Безухов
-0.287777841091156,47,Пьер Безухов
0.33459946513175964,47,Пьер Безухов
0.33459946513175964,47,Пьер Безухов
0.3140605390071869,47,Пьер Безухов
-0.348655104637146,47,Пьер Безухов
0.3276783227920532,47,Пьер Безухов
-0.3702353835105896,48,Пьер Безухов
-0.3415925204753876,48,Пьер Безухов
-0.320831298828125,48,Пьер Безухов
0.2689514458179474,48,Пьер Безухов
0.3775506913661957,48,Пьер Безухов
-0.348655104637146,48,Пьер Безухов
-0.23371636867523193,48,Пьер Безухов
0.38492217659950256,48,Пьер Безухов
-0.46102678775787354,48,Пьер Безухов
-0.275139719247818,48,Пьер Безухов
-0.33459946513175964,48,Пьер Безухов
0.3775506913661957,48,Пьер Безухов
-0.26285186409950256,48,Пьер Безухов
0.3629792034626007,48,Пьер Безухов
0.4532718360424042,67,Пьер Безухов
-0.3140605390071869,68,Пьер Безухов
-0.3923468291759491,69,Пьер Безухов
-0.348655104637146,69,Пьер Безухов
-0.3276783227920532,69,Пьер Безухов
-0.5078218579292297,69,Пьер Безухов
-0.7981967926025391,69,Пьер Безухов
-0.348655104637146,69,Пьер Безухов
-0.4688006341457367,70,Пьер Безухов
-0.523430347442627,70,Пьер Безухов
-0.6001983880996704,70,Пьер Безухов
0.3775506913661957,70,Пьер Безухов
-0.4532718360424042,71,Пьер Безухов
-0.3629792034626007,71,Пьер Безухов
-0.5156299471855164,71,Пьер Безухов
-0.3557848632335663,75,Пьер Безухов
-0.3923468291759491,75,Пьер Безухов
0.2689514458179474,75,Пьер Безухов
0.2689514458179474,75,Пьер Безухов
0.3998216390609741,77,Пьер Безухов
-0.3629792034626007,82,Пьер Безухов
-0.3007555902004242,82,Пьер Безухов
-0.3415925204753876,82,Пьер Безухов
-0.2689514458179474,82,Пьер Безухов
-0.2689514458179474,82,Пьер Безухов
